"In 1978 , a Ford Mustang II ( my first car , and trust me it was a heap , but it was cheap ) cost about $ 3,500 brand new .","cumulation@n","[u'wreck', u'pile', u'mess']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['Y']"
"If it is a good category system there should not be too many left over in the Miscellaneous heap , and there should not be too many that you want to assign to more than one category .","cumulation@n","[u'pile', u'collection', u'category']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['Y']"
"Composting is carried out by accumulating dung , domestic and other wastes in a heap or pit .","cumulation@n","[u'pile', u'mound']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['Y']"
"Regards George Melky Hey guys , thanks heaps for the fabulously run race today .","cumulation@n","[u'loads', u'tons', u'lots', u'a lot']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['N']"
"By the time you 've finished your dinner you 've got nothing but a garbage heap on your plate .","cumulation@n","[u'pile', u'mound']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['Y']"
"The wind is testing its strength , Blowing down to the ants ' path With its tiny pebbles , Down to the tiny heaps of gravel , Down to all the heaps of gravel .","cumulation@n","[u'pile', u'mound']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['Y']"
"It 's a hodgepodge , a humongous heap of tips & tricks , hortations with no underlying concepts .","cumulation@n","[u'pile', u'assortment', u'mess', u'untidy pile']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['Y']"
"Some years ago several key chefs from Fore Street had been snatched up to make this cantankerous heap on the water a destination .","cumulation@n","[u'pile', u'lump', u'wreck', u'mess']","['plenty@NN', 'deal@NN', 'pot@NN', 'agglomerate@NN', 'sight@NN', 'flock@NN', 'mint@NN', 'slew@NN', 'mountain@NN', 'good_deal@NN', 'wad@NN', 'cumulus@NN', 'muckle@NN', 'pile@NN', 'jalopy@NN', 'lot@NN', 'mickle@NN', 'raft@NN', 'quite_a_little@NN', 'passel@NN', 'hatful@NN', 'mess@NN', 'bus@NN', 'spate@NN', 'great_deal@NN', 'heap@NN', 'peck@NN', 'stack@NN', 'batch@NN', 'tidy_sum@NN', 'mass@NN', 'mound@NN', 'cumulation@NN']","['Y']"
"A special case of this is where a person collects a privacy-sensitive document ( such as medical information ) , or a token intended to serve as evidence of identity ( such as a passport ) .","special@a","[u'particular', u'atypical', u'exceptional', u'anomalous', u'abnormal', u'extraordinary']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"I have rarely if ever seen a film from Brazil , but if you miss City Of God , you really have missed out on something very special indeed .","special@a","[u'exceptional', u'wonderful', u'extraordinary', u'memorable', u'magical']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"The raceboard has a special covering which is resistant to size build-up and wear .","special@a","[u'unique', u'particular', u'specifically designed', u'peculiar', u'tailored']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"His poignant lyrics and powerful delivery backed by a tight band co-led by Brian Jackson , make these songs special .","special@a","[u'exceptional', u'memorable', u'unique', u'wonderful', u'outstanding']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"Take special note of the following : Swimming Pools Do not dive into the pool .","special@a","[u'particular', u'additional', u'extra']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"The need for special regions to ensure representation for sparsely populated outlying areas is acknowledged and will be accommodated .","special@a","[u'particular', u'atypical', u'anomalous', u'abnormal', u'selected']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"You 're invited to enjoy live demonstrations , a children 's corner , special visitors and exhibits , musical entertainment , and cake .","special@a","[u'important', u'distinguished', u'eminent']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['N']"
"Later she made bug soup in the birdbath .","badger@n","[u'insect']","['pester@NN', 'beleaguer@NN', 'hemipteran@NN', 'wiretap@NN', 'tease@NN', 'hemipteron@NN', 'hemipterous_insect@NN', 'germ@NN', 'glitch@NN', 'intercept@NN', 'microbe@NN', 'tap@NN', 'bug@NN', 'badger@NN']","['N']"
"Let your child pick one bug to glue on the lid .","badger@n","[u'insect']","['pester@NN', 'beleaguer@NN', 'hemipteran@NN', 'wiretap@NN', 'tease@NN', 'hemipteron@NN', 'hemipterous_insect@NN', 'germ@NN', 'glitch@NN', 'intercept@NN', 'microbe@NN', 'tap@NN', 'bug@NN', 'badger@NN']","['N']"
"Remember to factor in staff training time in addition to any special equipment or software you might need .","special@a","[u'particular', u'exceptional', u'additional', u'extra']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"The meeting would have to wait till September 4. No one understood better the importance of taking a break to spend a little special time with the wife and dog than President George W. Bush .","special@a","[u'valued', u'exceptional', u'premium', u'treasured', u'quality', u'exclusive']","['limited@JJ', 'especial@JJ', 'exceptional@JJ', 'extra@JJ', 'particular@JJ', 'peculiar@NN', 'special@JJ']","['Y']"
"The bravest of the immune cells invade the area in a kamikaze act and the majority of bugs will be killed off in the ensuing battle .","badger@n","[u'germ', u'virus', u'infection']","['pester@NN', 'beleaguer@NN', 'hemipteran@NN', 'wiretap@NN', 'tease@NN', 'hemipteron@NN', 'hemipterous_insect@NN', 'germ@NN', 'glitch@NN', 'intercept@NN', 'microbe@NN', 'tap@NN', 'bug@NN', 'badger@NN']","['Y']"
"Combining this bug with the key recovery attack would allow an attacker to obtain the private keys of anyone who viewed a web page containing the code .","badger@n","[u'fault', u'gremlin', u'defect', u'code defect']","['pester@NN', 'beleaguer@NN', 'hemipteran@NN', 'wiretap@NN', 'tease@NN', 'hemipteron@NN', 'hemipterous_insect@NN', 'germ@NN', 'glitch@NN', 'intercept@NN', 'microbe@NN', 'tap@NN', 'bug@NN', 'badger@NN']","['N']"
"In any case , it deems the US President to have the power to authorise bugs on any person and any organisation .","badger@n","[u'listening device', u'tap', u'surveillance', u'spying device', u'surveillance device']","['pester@NN', 'beleaguer@NN', 'hemipteran@NN', 'wiretap@NN', 'tease@NN', 'hemipteron@NN', 'hemipterous_insect@NN', 'germ@NN', 'glitch@NN', 'intercept@NN', 'microbe@NN', 'tap@NN', 'bug@NN', 'badger@NN']","['Y']"
"The end of the Cold War could not but sharply increase its international isolation and legitimacy deficit ; bartering its anti-communist credentials for external assistance was no longer a feasible option .","extraneous@a","[u'outside', u'foreign']","['international@JJ', 'outside@IN', 'external@JJ', 'extraneous@JJ']","['Y']"
""" he asked with a knowing smile that made her breath catch and her heart pound .","impound@n","[u'beat', u'thump', u'hammer', u'throb']","['pound@NN', 'ram@NN', 'pound_up@NN', 'Ezra_Pound@NN', 'lbf.@NN', 'British_pound@IN', 'hammer@NN', 'pound_sterling@VBG', 'lb@NN', 'Irish_punt@NN', 'pound_sign@NN', 'ram_down@NN', 'quid@NN', 'pounding@VBG', 'lumber@NN', 'thump@NN', 'Syrian_pound@NN', 'Sudanese_pound@NN', 'hammering@VBG', 'Ezra_Loomis_Pound@NN', 'dog_pound@NN', 'Egyptian_pound@NN', 'poke@NN', 'pound_off@NN', 'beat@NN', 'Cypriot_pound@NN', 'Pound@NN', 'Lebanese_pound@NN', 'Irish_pound@NN', 'punt@NN', 'British_pound_sterling@VBG', 'impound@NN']","['Y']"
"Periodically , they would bring over their phone bills and Lott would reimburse them out of his own pocket--either in cash or by check .","*call_up@n","[u'telephone']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"One end connects to your phone and the other to your internet connection .","*call_up@n","[u'telephone', u'cellular', u'handset', u'mobile']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"Do n't forget my phone number , Javier .","*call_up@n","[u'telephone']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
""" Musharraf himself even called me on my cell phone "" to apologize .","*call_up@n","[u'mobile phone', u'mobile', u'telephone', u'mobile telephone']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"Here we have word labels ( time markings for the end of words ) , tone labels ( symbolic representations of the "" melody "" of the utterance , here in the ToBI standard , [ 8 ] ) , syllable and stress labels , phone labels ( see above ) , and break indices ( that distinguish between breaks between words , sub-phrases , and sentences , for example ) .","*call_up@n","[u'phonetic unit', u'telephone', u'sound unit']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"For example , American versus Australian versus British pronounciation Every phrase book , dictionary , guide book , tutorial , or Western text uses a different transliteration scheme Further complicating matters is the fact that the "" phone "" or sound of a Thai consonant depends on whether it appears in the beginning ( "" initial "" ) or ending ( "" final "" ) position of a syllable .","*call_up@n","[u'phonetic unit', u'speech', u'sonant', u'allophone', u'phoneme', u'sound']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"Elementary "" units "" ( i.e. , speech segments ) are , for example , phones ( a vowel or a consonant ) , or phone-to-phone transitions ( "" diphones "" ) that encompass the second half of one phone plus the first half of the next phone ( e.g. , a vowel-to-consonant transition ) .","*call_up@n","[u'sound', u'phonetic unit', u'sound unit']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"A : Always talk to a lawyer before contacting the INS ( even on the phone ) .","*call_up@n","[u'telephone']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"As long as the phones keep ringing ( which they do nearly all the time ) we do n't think much about the phone company .","*call_up@n","[u'telephone', u'telecommunication', u'telecom']","['sound@NN', 'earphone@NN', 'telephone_set@NN', 'telephone@NN', 'headphone@NN', 'phone@NN', 'speech_sound@NN', 'call@NN', 'ring@NN', 'earpiece@NN', 'call_up@NN']","['Y']"
"The little fellow dashed up the street , scampering through the crowds like a smooth stone skipping across blue water .","*skip_over@v","[u'skim', u'bounce', u'hop', u'jump']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['Y']"
"His brilliant idea is this - if a bomb can be delivered at the correct shallow trajectory and the right high speed , it will ' skip ' along the lake 's surface like a pebble on a pond , strike the dam and slide down the wall .","*skip_over@v","[u'skim', u'bounce', u'hop', u'jump', u'bump']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['Y']"
""" Oh , Lord , "" he prayed , "" I 'm so sorry I skipped church to come out here and hunt .","skip_over@v","[u'miss', u'avoid', u'dodge', u'neglect']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['N']"
"Well worth buying , well worth reading , but skip the bits you find irrelevant - another type of blended learning !","*skip_over@v","[u'miss out', u'disregard', u'jump over', u'miss', u'avoid', u'jump', u'ignore', u'leave']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['Y']"
"I saw a video a while back where someone used a few inches of blackmatch to ignite a sample of bp only to see it a spark skip the entire fuse and ignite the comp instantaneously .","*skip_over@v","[u'jump', u'pass over', u'miss out']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['Y']"
"Thus , for Rousseau , even running and skipping had a natural developmental function .","*skip_over@v","[u'jump', u'spring', u'hop', u'bound', u'prance']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['Y']"
"Eat your regular meals too , and do let us know if you 've skipped a meal on the day .","skip_over@v","[u'miss', u'omit']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['N']"
"They lie , cheat , skip deodorant and reject the One True Path .","skip_over@v","[u'omit', u'eschew', u'miss', u'avoid', u'reject', u'neglect']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['N']"
"We are running Windows XP on a P4 1.9Ghz and it has n't skipped a beat .","*skip_over@v","[u'miss', u'jump', u'fail once', u'omit']","['vamoose@NN', 'omission@NN', 'skip@NN', 'hop-skip@NN', 'skitter@NN', 'jump@NN', 'cut@NN', 'decamp@NN', 'hop@NN', 'pass_over@NN', 'skim@NN', 'bound_off@NN', 'skip_over@NN']","['Y']"
"There 's some other stuff about the club members strange , distant , jumpy and evasive behavior at work , but I 'll share that with you later .","foreign@a","[u'odd', u'peculiar', u'bizarre']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['N']"
"But cockatiels , by far , are the most common perpetrators when it comes to performing this strange head-shaking behavior .","foreign@a","[u'odd', u'peculiar', u'weird', u'bizarre']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['N']"
""" I feel as if , in some strange way , I could be you , as for your feelings during your diagnosis and treatment , "" wrote Salvador Martinez of San Francisco , who had testicular cancer .","foreign@a","[u'odd', u'peculiar', u'weird', u'bizarre']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['N']"
""" I was thinking of���what happens sometimes when women get themselves in strange positions in the eyes of the world from no fault of their own .","foreign@a","[u'odd', u'bizarre', u'abnormal', u'peculiar']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['N']"
"The odd thing , of course , is that all the way back since Christmas we have enjoyed ( yeah , strange word ) supernaturally warm temperatures this winter .","foreign@a","[u'odd', u'weird', u'unusual']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['Y']"
"Or is it because of that strange smell of kerosene that seems so mysterious to a five-year-old ?","foreign@a","[u'peculiar', u'unfamiliar', u'odd', u'unknown', u'alien']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['Y']"
"One of these strange prophets is Idris .","foreign@a","[u'odd', u'unusual', u'weird', u'bizarre', u'alien']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['Y']"
"Indeed , "" ... the Commission has noted the strange manner in which Section 827 is worded ; the drafting of this particular section has been the source of conflicting decisions by our Courts .","foreign@a","[u'odd', u'peculiar', u'unusual', u'bizarre']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['Y']"
"These were an enormous head start in the often dislocating experience of moving one 's home and coming to live in a new country with its often strange and unfamiliar culture .","foreign@a","[u'bizarre', u'different', u'odd', u'alien']","['unknown@JJ', 'unusual@JJ', 'strange@NN', 'foreign@JJ']","['N']"
"You would think that he would give Paul the benefit of the doubt , and obey the Scripture until such time as this explanation appeared .","remember@v","[u'believe', u'expect', u'imagine', u'assume', u'anticipate']","['guess@NN', 'cerebrate@NN', 'consider@VB', 'reckon@NN', 'recall@NN', 'conceive@NN', 'call_back@NN', 'recollect@NN', 'intend@NN', 'suppose@NN', 'call_up@NN', 'imagine@NN', 'mean@NN', 'retrieve@NN', 'cogitate@NN', 'believe@VB', 'opine@NN', 'think@NN', 'remember@VB']","['Y']"
