"""With the high Gulf pressures - a ship reported a pressure of 1015.5 millibars less than 60 m from the storm center at the time it was upgraded to a tropical storm - Alicia was unable to gain size , staying very small , but generated faster winds , and became a Category 1 hurricane on August 16""","generate","[u'created', u'created', u'made', u'yielded', u'made', u'created', u'created', u'created', u'created', u'made', u'produced', u'created', u'made', u'made', u'made', u'created', u'formed', u'made', u'made', u'created', u'created', u'produced', u'created', u'produced', u'powered', u'created', u'made', u'created', u'created', u'had', u'created', u'made', u'achieved', u'created', u'created', u'made', u'made', u'created', u'created', u'built', u'produced', u'created', u'created', u'created', u'created', u'produced', u'created', u'made', u'developed', u'produced', u'created', u'']","['sire@NN', 'return@NN', 'engender@NN', 'render@NN', 'give@VB', 'get@VB', 'father@NN', 'yield@NN', 'mother@NN', 'bring_forth@NN', 'beget@NN', 'generate@NN']","['N']"
"""Das Rheingold is the first of the four operas that comprise Der Ring des Nibelungen , by Richard Wagner .""","comprise","[u'make up', u'make up', u'makes', u'make up', u'make up', u'make up', u'includes', u'consist of', u'make up', u'compose', u'make up', u'make up', u'form', u'make up', u'make up', u'make up', u'make up', u'compose', u'form', u'contain', u'include', u'make up', u'make up', u'make up', u'include', u'make up', u'make up', u'contains', u'form', u'make up', u'contain', u'agreed', u'make up', u'make up', u'included', u'form', u'include', u'make up', u'make up', u'make up', u'contain', u'contain', u'form', u'contain', u'cover', u'make up', u'form', u'create', u'include', u'includes', u'make up', u'']","['incorporate@NN', 'consist@NN', 'represent@NN', 'make_up@NN', 'constitute@NN', 'contain@NN', 'be@VB', 'comprise@NN']","['Y']"
"""A frenulum is a small fold of tissue that secures or restricts the motion of a mobile organ in the body .""","fasten","[u'stops', u'holds', u'ties', u'binds', u'holds', u'holds', u'holds', u'fixed', u'holds', u'holds', u'protects', u'holds', u'tightens', u'holds', u'holds', u'holds', u'keeps', u'holds', u'holds', u'prevents', u'locks', u'holds', u'protects', u'holds', u'confines', u'fastens', u'fixes', u'holds', u'stops', u'holds', u'holds', u'fastens', u'limits', u'holds', u'fastens', u'holds', u'holds', u'fixes', u'restrains', u'holds', u'keep', u'holds', u'holds', u'traps', u'locks', u'holds', u'holds', u'guards', u'holds', u'tightens', u'holds', u'']","['unattackable@JJ', 'secure@NN', 'unassailable@JJ', 'stop_up@NN', 'unafraid@NN', 'guarantee@NN', 'batten_down@NN', 'fix@NN', 'dependable@JJ', 'untroubled@JJ', 'plug@NN', 'good@JJ', 'batten@NN', 'safe@JJ', 'procure@NN', 'impregnable@JJ', 'strong@JJ', 'insure@NN', 'inviolable@JJ', 'assure@NN', 'ensure@VB', 'fasten@NNS']","['N']"
"""Helen Hunt has been recognized extensively in her career . In 1998 she become the second actress to win a Golden Globe Award , an Academy Award and an Emmy Award in the same year .""","calling","[u'job', u'job', u'job', u'job', u'line of work', u'job', u'work', u'work', u'job', u'job', u'job', u'profession', u'job', u'field', u'work', u'job', u'life', u'life', u'job', u'job', u'life', u'job', u'work', u'life', u'work', u'work', u'job', u'job', u'job', u'job', u'work', u'profession', u'life', u'life', u'job', u'honored', u'work', u'profession', u'job', u'job', u'job', u'employment', u'field', u'occupation', u'job', u'job', u'work', u'job', u'profession', u'profession', u'job', u'']","['career@NN', 'life_history@NN', 'vocation@NN', 'calling@VBG']","['N']"
"""When Wotan refuses to abandon his `` free hero '' , Fricka lays bare his self-deception : Siegmund is in no sense independent since his fate has been pre-ordained by Wotan , who has even indirectly led him to find the magic sword .""","turn_down","[u'does not want', u'declines', u'declines', u'denies', u'declines', u'declines', u'decides not to', u'declines', u'declines', u'does not want', u'protests', u'ceases', u'disallowed', u'does not want', u'stopped', u'fails', u'declines', u'declined', u'declines', u'declines', u'declines', u'denies', u""doesn't"", u'stops', u'says no', u'declines', u'denied', u""doesn't want"", u'denies', u'declines', u'declines', u'declines', u'refrain', u'denies', u'disagrees', u""doesn't"", u'declines', u'declines', u'decline', u'decides not', u'declines', u""won't"", u'avoids', u'declines', u'declines', u'decline', u'declines', u'avoids', u'avoids', u'declines', u'declines', u'']","['decline@NN', 'refuse@NN', 'deny@NN', 'garbage@NN', 'turn_away@NN', 'defy@NN', 'pass_up@NN', 'resist@NN', 'food_waste@NN', 'reject@NN', 'scraps@NNS', 'turn_down@NN']","['Y']"
"""The storm never approached land during its lifespan , and no damage or casualties were reported .""","casualty","[u'deaths', u'deaths', u'injuries', u'deaths', u'deaths', u'deaths', u'injuries', u'deaths', u'deaths', u'deaths', u'deaths', u'deaths', u'deaths', u'injuries', u'deaths', u'accidents', u'deaths', u'injuries', u'deaths', u'deaths', u'deaths', u'deaths', u'deaths', u'victims', u'injuries', u'deaths', u'injuries', u'injuries', u'deaths', u'deaths', u'deaths', u'deaths', u'deaths', u'victims', u'deaths', u'victims', u'deaths', u'deaths', u'deaths', u'injuries', u'deaths', u'deaths', u'fatalities', u'deaths', u'deaths', u'injuries', u'deaths', u'deaths', u'deaths', u'injuries', u'deaths', u'']","['fatal_accident@NN', 'injured_party@NN', 'casualty@NN']","['N']"
"""The purpose of public speaking can range from simply transmitting information , to motivating people to act , to simply telling a story .""","channel","[u'sending', u'giving', u'communicating', u'sending', u'delivering', u'sending', u'giving', u'conveying', u'sending', u'giving', u'sending', u'sending', u'sending', u'sending', u'giving', u'sending', u'sending', u'transferring', u'passing', u'sending', u'moving', u'communicating', u'sending', u'sending', u'communicating', u'forwarding', u'giving', u'giving', u'spreading', u'giving', u'giving', u'giving', u'giving', u'spreading', u'transferring', u'sending', u'giving', u'giving', u'conveying', u'sending', u'sharing', u'sending', u'relaying', u'giving', u'broadcasting', u'transferring', u'transferring', u'communicating', u'sending', u'relaying', u'sending', u'']","['channelise@NN', 'beam@NN', 'transfer@NN', 'impart@NN', 'communicate@NN', 'send@NN', 'air@NN', 'broadcast@NN', 'carry@NN', 'transport@NN', 'convey@NN', 'conduct@NN', 'transmit@NN', 'channelize@NN', 'channel@NNS']","['N']"
"""Published by Tor Books , it was released on August 15 , 1994 in hardcover , and in paperback on July 15 , 1997 .""","waiver","[u'initiated', u'sent', u'created', u'sold', u'made available', u'sold', u'delivered', u'available', u'premiered', u'dispersed', u'sold', u'put out', u'distributed', u'sold', u'sold', u'available', u'given', u'sold', u'sold', u'launched', u'published', u'revealed', u'delivered', u'available', u'delivered', u'put out', u'dispensed', u'put out', u'issued', u'available first', u'sold', u'let out', u'sold', u'published', u'issued', u'provided', u'distributed', u'sold', u'opened', u'distributed', u'sent', u'sold', u'put out', u'available', u'let go', u'dropped', u'able to be sold', u'made public', u'sold', u'sold', u'sold', u'']","['freeing@VBG', 'secrete@NN', 'tone_ending@VBG', 'vent@NN', 'bring_out@NN', 'unloose@JJ', 'sack@NN', 'exhaust@NN', 'unblock@NN', 'unloosen@NN', 'put_out@NN', 'dismissal@NN', 'expel@NN', 'publish@NN', 'liberation@NN', 'going@VBG', 'exit@NN', 'spillage@NN', 'issue@NN', 'let_go_of@NN', 'give_up@NN', 'sacking@VBG', 'press_release@NN', 'loose@JJ', 'free@JJ', 'let_go@NN', 'outlet@NN', 'discharge@NN', 'relinquish@NN', 'loss@NN', 'acquittance@NN', 'eject@NN', 'spill@NN', 'resign@NN', 'liberate@NN', 'button@NN', 'firing@VBG', 'departure@NN', 'handout@NN', 'turn@NN', 'unfreeze@NN', 'expiration@NN', 'release@NN', 'passing@NN', 'dismission@NN', 'waiver@NN']","['N']"
"""In many circumstances , these investments can be less expensive than fossil fuel energy systems .""","circumstances","[u'situations', u'situations', u'instances', u'situations', u'situations', u'situations', u'cases', u'situations', u'situations', u'cases', u'cases', u'ways', u'cases', u'situations', u'situations', u'situations', u'situations', u'examples', u'cases', u'instances', u'cases', u'situations', u'situations', u'cases', u'instances', u'times', u'situations', u'situations', u'situations', u'situations', u'situations', u'instances', u'situations', u'situations', u'instances', u'cases', u'situations', u'situations', u'situations', u'cases', u'instances', u'scenarios', u'events', u'ways', u'situations', u'situations', u'situations', u'situations', u'situations', u'events', u'situations', u'']","['context@NN', 'fortune@NN', 'destiny@NN', 'fate@NN', 'circumstance@NN', 'portion@NN', 'setting@VBG', 'lot@NN', 'consideration@NN', 'luck@NN', 'condition@NN', 'circumstances@NNS']","['N']"
"""Following the death of Schidlof from a heart attack in 1987 , the Amadeus Quartet disbanded .""","disband","[u'dissolved', u'scattered', u'broke up', u'broke up', u'quit', u'broke up', u'separated', u'broke up', u'broke up', u'broke up', u'dissolved', u'broke up', u'separated', u'broke up', u'died', u'separated', u'ended', u'broke up', u'separated', u'ended', u'broke up', u'separated', u'split up', u'dissolved', u'dissolved', u'broke up', u'broke up', u'broke up', u'stopped', u'separated', u'broke up', u'dissolved', u'broke up', u'split', u'broke up', u'separated', u'broke up', u'broke up', u'separated', u'separated', u'broke apart', u'dissolved', u'ended', u'broke up', u'broke up', u'broke up', u'split', u'separated', u'split', u'separated', u'broke up', u'']","['dissolve@NN', 'disband@NN']","['N']"
"""By 1960 he had developed the short story into a screenplay , and envisaged it as containing a suitable role for Monroe .""","imagine","[u'imagined', u'pictured', u'saw', u'imagined', u'imagined', u'saw', u'saw', u'imagined', u'saw', u'saw', u'imagined', u'imagined', u'saw', u'saw', u'imagined', u'imagined', u'considered', u'imagined', u'saw', u'imagined', u'anticipated', u'imagined', u'imagined', u'conceived', u'imagined', u'good', u'pictured', u'saw', u'pictured', u'envisioned', u'anticipated', u'imagined', u'pictured', u'saw', u'imagined', u'pictured', u'envisioned', u'saw', u'imagined', u'envisioned', u'saw', u'saw', u'imagined', u'pictured', u'imagined', u'predicted', u'seen', u'pictured', u'featured', u'imagined', u'imagined', u'']","['conceive_of@NN', 'envisage@NN', 'ideate@NN', 'imagine@NN']","['N']"
"""With poor sales of the A340-200 , Airbus decided to use the fuselage of the A340-200 with the wings and engines of the A330-300 .""","fuselage","[u'trunk', u'cabin', u'body', u'cabin', u'main parts', u'body', u'body', u'cabin', u'body', u'body', u'body', u'mass', u'body', u'body', u'fuel tank', u'frame', u'body', u'body', u'body', u'frame', u'core', u'body', u'body', u'body', u'gas tank', u'body', u'body', u'fuel tank', u'cabin', u'body', u'front', u'tank', u'gas tank', u'tank', u'body', u'body', u'bulk', u'body', u'body', u'body', u'body', u'body', u'bulk', u'cabin', u'body', u'body', u'body', u'frame', u'center', u'body', u'body', u'']","['fuselage@NN']","['N']"
"""The last event was held on June 11 , 2000 , not to be held again due to the acquisition of WCW by World Wrestling Federation .""","acquisition","[u'buying', u'purchase', u'purchase', u'purchase', u'ownership', u'addition', u'purchase', u'gain', u'ownership', u'purchase', u'purchase', u'purchase', u'gaining', u'obtaining', u'receiving', u'gain', u'purchase', u'buying', u'purchase', u'purchase', u'addition', u'purchase', u'gain', u'gain', u'ownership', u'buying', u'gain', u'gain', u'gaining', u'purchase', u'addition', u'purchase', u'gain', u'gain', u'purchase', u'purchase', u'purchase', u'attainment', u'gaining', u'receiving', u'gaining', u'purchase', u'buying', u'attaining', u'purchase', u'purchase', u'purchase', u'acquirement', u'obtaining', u'purchase', u'purchase', u'']","['acquirement@NN', 'accomplishment@NN', 'attainment@NN', 'learning@VBG', 'skill@NN', 'acquisition@NN']","['Y']"
"""Kowal suggested the name and the IAU endorsed it in 1975 .""","certify","[u'approved', u'supported', u'okayed', u'approved', u'approved', u'supported', u'approved', u'supported', u'supported', u'recommended', u'supported', u'supported', u'adopted', u'backed', u'approved', u'accepted', u'accepted', u'supported', u'approved', u'supported', u'approved', u'supported', u'approved', u'approved', u'accepted', u'supported', u'supported', u'backed', u'accepted', u'approved', u'supported', u'ratified', u'passed', u'authorized', u'okayed', u'supported', u'approved', u'supported', u'supported', u'supported', u'supported', u'favored', u'approved', u'approved', u'approved', u'authorized', u'supported', u'supported', u'approved', u'supported', u'supported', u'']","['indorse@NN', 'plunk_for@NN', 'support@NN', 'plump_for@NN', 'back@RB', 'second@JJ', 'endorse@NN', 'certify@NN']","['N']"
"""Dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on September 12 .""","periphery","[u'surroundings', u'outskirts', u'edge', u'outside', u'area', u'edge', u'outskirts', u'edge', u'border', u'edge', u'edge', u'edge', u'side', u'edge', u'edge', u'part', u'rim', u'edge', u'outside', u'edge', u'edge', u'edge', u'border', u'edge', u'edge', u'edge', u'edge', u'edge', u'edge', u'border', u'border', u'edge', u'edge', u'circumference', u'edges', u'border', u'edge', u'edge', u'end', u'side', u'side', u'border', u'end', u'border', u'edge', u'border', u'edge', u'edge', u'part', u'edge', u'edge', u'']","['outer_boundary@JJ', 'fringe@NN', 'periphery@NN']","['N']"
"""Brief additional internal links are generally tolerated when used to facilitate communication or to provide general information , but undesirable if seen as canvassing for some purpose .""","stand","[u'endured', u'bared', u'allowed', u'allowed', u'accepted', u'allowed', u'allowed', u'allowed', u'accepted', u'allowed', u'accepted', u'allowed', u'accepted', u'accepted', u'put up with', u'accepted', u'accepted', u'allowed', u'allowed', u'allowed', u'accepted', u'allowed', u'allowed', u'accepted', u'allowed', u'accepted', u'accepted', u'accepted', u'okay', u'used', u'allowed', u'accepted', u'accepted', u'accepted', u'allowed', u'okay', u'acceptable', u'accepted', u'allowed', u'accepted', u'accepted', u'allowed', u'accepted', u'allowed', u'accepted', u'accepted', u'accepted', u'accepted', u'allowed', u'accepted', u'accepted', u'']","['stomach@NN', 'brook@NN', 'support@NN', 'put_up@NN', 'tolerate@NN', 'bear@NN', 'abide@NN', 'endure@NN', 'allow@VB', 'permit@NN', 'stick_out@NN', 'suffer@NN', 'digest@NN', 'stand@NN']","['N']"
"""Alfonso drops the marriage contract in front of the officers , and , when they read it , they become enraged .""","enrage","[u'mad', u'furious', u'upset', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'furious', u'angered', u'angry', u'infuriated', u'mad', u'furious', u'mad', u'angry', u'mad', u'angry', u'angry', u'mad', u'upset', u'angry', u'angered', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angry', u'angered', u'angry', u'furious', u'angered', u'mad', u'angered', u'angry', u'angered', u'angry', u'angry', u'furious', u'angry', u'angry', u'']","['enrage@NN']","['N']"
"""The Overland Expedition , also called the Overland Relief Expedition or Point Barrow-Overland Relief Expedition , was an expedition in the winter of 1897-1898 by officers of the United States Revenue Cutter Service to save the lives of 265 whalers trapped in the Arctic Ocean by ice around their ships near Point Barrow , Alaska .""","expeditiousness","[u'journey', u'adventure', u'trip', u'trip', u'journey', u'journey', u'excursion', u'trip', u'journey', u'journey', u'exploration', u'quest', u'mission', u'quest', u'adventure', u'outing', u'voyage', u'journey', u'journey', u'trip', u'adventure', u'journey', u'journey', u'trip', u'voyage', u'trip', u'trip', u'adventure', u'trip', u'trip', u'journey', u'tour', u'journey', u'trip', u'mission', u'journey', u'journey', u'quest', u'voyage', u'journey', u'trip', u'adventure', u'trek', u'trip', u'adventure', u'adventure', u'journey', u'undertaking', u'trip', u'journey', u'journey', u'']","['sashay@NN', 'hostile_expedition@NN', 'expedition@NN', 'outing@VBG', 'dispatch@NN', 'pleasure_trip@NN', 'jaunt@NN', 'despatch@NN', 'junket@NN', 'military_expedition@NN', 'excursion@NN', 'expeditiousness@NN']","['Y']"
"""Located on the River Pedieos and situated almost in the center of the island , it is the seat of government as well as the main business center .""","deposit","[u'located', u'located', u'placed', u'located', u'positioned', u'located', u'settles', u'fixed', u'placed', u'settled', u'sitting', u'placed', u'placed', u'located', u'located', u'positioned', u'positioned', u'sitting', u'sitting', u'placed', u'at', u'established', u'placed', u'placed', u'located', u'located', u'based', u'placed', u'located', u'located', u'located', u'placed', u'placed', u'located', u'located', u'located', u'placed', u'fixed', u'located', u'located', u'located', u'positioned', u'placed', u'located', u'located', u'located', u'located', u'positioned', u'located', u'located', u'located', u'']","['locate@NN', 'posit@NN', 'fix@NN', 'situate@NN', 'deposit@NN']","['N']"
"""Iero thought that it would be difficult to promote the album himself , if released through his own label , with his current obligations to My Chemical Romance and the other bands signed to his label .""","obligation","[u'duties', u'commitments', u'duties', u'duties', u'promise', u'duties', u'agreements', u'commitments', u'duties', u'ties', u'promises', u'commitment', u'commitments', u'responsibility', u'debt', u'duties', u'duties', u'commitment', u'ties', u'duties', u'duties', u'commitments', u'promises', u'agreements', u'business', u'loyalty', u'responsibilities', u'promises', u'responsibilities', u'ties', u'requirements', u'responsibilities', u'debts', u'requirements', u'commitments', u'responsibilities', u'commitments', u'connections', u'duties', u'duties', u'commitments', u'responsibility', u'duties', u'duty', u'responsibilities', u'duties', u'duties', u'duties', u'requirements', u'responsibilities', u'duties', u'']","['duty@NN', 'certificate_of_indebtedness@NN', 'indebtedness@NN', 'debt_instrument@NN', 'responsibility@NN', 'obligation@NN']","['Y']"
